Date,PoslednaCena,Max,Min,SMA_20,EMA_20,WMA_20,HMA_20,TMA_20,RSI,MACD,CCI,ADX,Stoch,Signal
11.11.2016,699.0,699.0,699.0,699.0,698.9883856417352,699.0,699.0,699.0,99.99601744821432,0.0705308867813983,,99.9899124455865,,Buy
10.11.2016,699.0,699.0,699.0,699.0,698.9894917710938,699.0,699.0,699.0,99.99601744821432,0.06531199790811115,,99.99006404921808,,Buy
09.11.2016,699.0,699.0,699.0,699.0,698.9904925547991,699.0,699.0,699.0,99.99601744821432,0.06047882858683806,,99.99020482401883,,Buy
08.11.2016,699.0,699.0,699.0,699.0,698.9913980257705,699.0,699.0,699.0,99.99601744821432,0.056002940046369076,,99.99033554347668,,Buy
07.11.2016,699.0,699.0,699.0,699.0,698.9922172614114,699.0,699.0,699.0,99.99601744821432,0.05185797962246852,,99.99045692583037,,Buy
04.11.2016,699.0,699.0,699.0,699.0,698.9929584746103,699.0,699.0,699.0,99.99601744821432,0.0480195293800989,,99.99056963801596,,Buy
03.11.2016,699.0,699.0,699.0,699.0,698.993629096076,699.0,699.0,699.0,99.99601744821432,0.04446496546495382,,99.99067429933113,,Buy
02.11.2016,699.0,699.0,699.0,699.0,698.9942358488306,699.0,699.0,699.0,99.99601744821432,0.04117332746352531,,99.99077148483809,,Buy
01.11.2016,699.0,699.0,699.0,699.0,698.9947848156087,699.0,699.0,699.0,99.99601744821432,0.038125197092540475,,99.99086172852313,,Buy
31.10.2016,699.0,699.0,699.0,699.0,698.9952814998364,699.0,699.0,699.0,99.99601744821432,0.03530258558134847,,99.99094552623066,,Buy
28.10.2016,699.0,699.0,699.0,699.0,698.9957308808043,699.0,699.0,699.0,99.99601744821432,0.03268882914869664,,99.99102333838765,,Buy
27.10.2016,699.0,699.0,699.0,699.0,698.9961374635849,699.0,699.0,699.0,99.99601744821432,0.0302684920103502,,99.99109559253343,,Buy
26.10.2016,699.0,699.0,699.0,699.0,698.9965053241958,699.0,699.0,699.0,99.99601744821432,0.0280272763945959,,99.99116268566878,,Buy
25.10.2016,699.0,699.0,699.0,699.0,698.9968381504628,699.0,699.0,699.0,99.99601744821432,0.025951939073024732,,99.99122498643735,,Buy
21.10.2016,699.0,699.0,699.0,699.0,698.9971392789902,699.0,699.0,699.0,99.99601744821432,0.02403021394559346,,99.99128283715099,,Buy
20.10.2016,699.0,699.0,699.0,699.0,698.9974117286101,699.0,699.0,699.0,99.99601744821432,0.022250740253753065,,99.99133655567081,,Buy
19.10.2016,699.0,699.0,699.0,699.0,698.9976582306473,699.0,699.0,699.0,99.99601744821432,0.020602996019306374,,99.99138643715351,,Buy
18.10.2016,699.0,699.0,699.0,699.0,698.9978812562999,699.0,699.0,699.0,99.99601744821432,0.019077236336784154,,99.99143275567316,,Buy
17.10.2016,699.0,699.0,699.0,699.0,698.9980830414142,699.0,699.0,699.0,99.99601744821432,0.01766443617157165,,99.99147576572712,,Buy
14.10.2016,699.0,699.0,699.0,699.0,698.9982656088986,699.0,699.0,699.0,99.99601744821432,0.016356237339209656,,99.99151570363436,,Buy
13.10.2016,699.0,699.0,699.0,699.0,698.9984307890035,699.0,699.0,699.0,99.99601744821432,0.015144899367101061,,99.99155278883394,,Buy
12.10.2016,699.0,699.0,699.0,699.0,698.9985802376698,699.0,699.0,699.0,99.99601744821432,0.014023253954633219,,99.9915872250907,,Buy
10.10.2016,699.0,699.0,699.0,699.0,698.9987154531298,699.0,699.0,699.0,99.99601744821432,0.012984662774442768,,99.99161920161484,,Buy
07.10.2016,699.0,699.0,699.0,699.0,698.9988377909269,699.0,699.0,699.0,99.99601744821432,0.012022978370737292,,99.99164889410153,,Buy
