Date,PoslednaCena,Max,Min,SMA_20,EMA_20,WMA_20,HMA_20,TMA_20,RSI,MACD,CCI,ADX,Stoch,Signal
15.3.2017,1335.0,1335.0,1335.0,1205.05,1214.17174026942,1228.9380952380952,1262.95,1123.0175000000002,78.91239633968291,27.882428701615254,280.77395133925336,32.419631471883974,100.0,Sell
14.3.2017,1335.0,1335.0,1335.0,1217.8,1225.6791935770943,1241.3142857142857,1277.2,1130.605,78.91239633968291,33.52728070975172,218.0978075479891,34.24746663230479,100.0,Sell
13.3.2017,1335.0,1335.0,1335.0,1230.5,1236.0906989507043,1252.4761904761904,1291.5,1139.085,78.91239633968291,37.5678082863858,166.66666666666669,35.944742138409836,100.0,Sell
10.3.2017,1335.0,1335.0,1335.0,1237.25,1245.5106323839705,1262.4285714285713,1311.75,1147.6525000000001,78.91239633968291,40.30534062378979,133.33333333333331,37.52078367979309,100.0,Sell
09.3.2017,1335.0,1335.0,1335.0,1244.0,1254.0334292997827,1271.7380952380952,1332.0,1156.3075000000001,78.91239633968291,41.9908107955589,111.11111111111111,38.984250825363254,100.0,Sell
08.3.2017,1335.0,1340.0,1335.0,1250.75,1261.744531271232,1280.404761904762,1350.25,1165.05,78.91239633968291,42.832808100556804,96.85002350728709,40.43174716165881,96.42857142857143,Sell
07.3.2017,1301.0,1301.0,1301.0,1255.8,1265.4831473406387,1285.1904761904761,1361.3999999999999,1173.7175,64.17894620410358,40.29211871728671,50.07955007954994,39.753521486804274,72.14285714285714,Sell
06.3.2017,1301.0,1301.0,1301.0,1260.85,1268.8657047367683,1289.4952380952382,1372.5500000000002,1182.0674999999999,64.17894620410358,37.842380668088936,44.49874130016282,39.12374050301077,72.14285714285714,Sell
03.3.2017,1301.0,1301.0,1301.0,1265.9,1271.926113809457,1293.3190476190475,1383.6999999999998,1190.1,64.17894620410358,35.49181802933731,39.57803522652348,38.53894387520252,70.0,Sell
02.3.2017,1301.0,1301.0,1301.0,1270.95,1274.6950553514137,1296.6619047619047,1371.8500000000001,1197.815,64.17894620410358,33.245743961605285,35.0918281710483,37.99591843509486,67.5,Sell
01.3.2017,1311.0,1311.0,1300.0,1276.5,1278.1526691274696,1300.4761904761904,1361.5,1205.5075000000002,66.64276670486856,31.904851242309405,38.10462347047694,37.81584345984669,75.83333333333333,Sell
28.2.2017,1195.0,1195.0,1195.0,1276.25,1270.2333673058058,1292.7142857142858,1333.75,1212.8875,35.84413266971407,21.23714496659545,-99.41198088937905,36.70593071840011,0.0,Buy
27.2.2017,1195.0,1195.0,1195.0,1276.0,1263.0682847052528,1284.9761904761904,1306.0,1219.9550000000002,35.84413266971407,12.63723668828311,-98.56237816764147,35.675297458485424,0.0,Buy
24.2.2017,1195.0,1195.0,1195.0,1275.75,1256.5855909238003,1277.2619047619048,1278.25,1226.71,35.84413266971406,5.755402718798678,-97.72204047013221,34.718280859993214,0.0,Buy
23.2.2017,1195.0,1195.0,1195.0,1275.5,1250.720296550105,1269.5714285714287,1250.5,1233.1525,35.84413266971407,0.29806382283459243,-96.890817064353,33.829622589964735,0.0,Buy
22.2.2017,1195.0,1195.0,1195.0,1274.75,1245.4136016405714,1261.904761904762,1223.25,1239.2325,35.84413266971407,-3.981025783095447,-94.45037353255083,33.00443991065258,0.0,Buy
21.2.2017,1195.0,1195.0,1195.0,1273.5,1240.6123062462314,1254.3095238095239,1203.3000000000002,1244.9,35.84413266971407,-7.288221049472668,-90.55209055209068,32.238198851291294,0.0,Buy
20.2.2017,1195.0,1195.0,1190.0,1272.25,1236.2682770799236,1246.8333333333333,1183.35,1250.155,35.84413266971407,-9.796271801768626,-88.48430358882172,31.697092804497633,3.3333333333333335,Buy
17.2.2017,1246.0,1246.0,1246.0,1273.55,1237.1951078342167,1244.3333333333333,1171.05,1255.125,52.17021089443737,-7.581254336453185,-31.586642043705883,29.916648157724325,37.333333333333336,Buy
16.2.2017,1246.0,1246.0,1246.0,1269.1,1238.0336689928629,1241.7095238095237,1164.5,1259.1,52.17021089443737,-5.759445731588585,-27.044303486256656,28.26337812857768,46.28099173553719,Buy
15.2.2017,1284.0,1284.0,1284.0,1266.55,1242.4114148030665,1243.1285714285714,1161.6499999999999,1262.175,60.79209070499767,-1.2351290670183062,21.690550874387366,27.919592039879316,77.68595041322314,Buy
14.2.2017,1284.0,1284.0,1284.0,1264.0,1246.3722324408695,1244.7904761904763,1182.0,1264.4850000000001,60.79209070499766,2.3236390213717186,25.925093392419207,27.60036210037369,77.68595041322314,Buy
13.2.2017,1284.0,1284.0,1284.0,1261.45,1249.9558293512628,1246.695238095238,1202.3500000000001,1266.0325,60.79209070499766,5.085367420864259,30.5514491779776,27.30393429940418,77.68595041322314,Buy
10.2.2017,1284.0,1284.0,1284.0,1258.9,1253.1981313178092,1248.8428571428572,1222.6999999999998,1267.115,60.79209070499766,7.191161837322625,35.62663660595808,27.028679912789634,77.68595041322314,Buy
09.2.2017,1284.0,1284.0,1284.0,1256.35,1256.1316426208748,1251.2333333333333,1243.0500000000002,1267.7325,60.79209070499766,8.759050205347876,41.21930149327399,26.773086553790414,100.0,Buy
08.2.2017,1323.0,1323.0,1323.0,1255.75,1262.500057609363,1257.5809523809523,1269.25,1267.9825,69.07853157470738,12.99874564804145,101.3725710996834,27.68450346074827,100.0,Sell
07.2.2017,1285.0,1285.0,1285.0,1254.95,1264.642909265614,1260.3666666666666,1288.05,1267.94,56.539831038816,13.14097147182656,46.26909331400144,26.730526122991968,71.42857142857143,Sell
06.2.2017,1285.0,1285.0,1285.0,1254.15,1266.581679811746,1263.2285714285715,1306.85,1267.605,56.539831038816,13.102647299899445,48.285939661972385,25.84469002364683,71.42857142857143,Sell
03.2.2017,1285.0,1285.0,1285.0,1253.35,1268.3358055439605,1266.1666666666667,1315.4500000000003,1266.9775,56.539831038816,12.923303321325193,50.371539422634065,25.022127931397772,71.42857142857143,Sell
02.2.2017,1201.0,1201.0,1201.0,1248.35,1261.9228716826308,1261.1809523809525,1311.4500000000003,1265.8475,37.6645925880529,5.934662844421155,-73.94320115168195,24.928758762034334,8.270676691729323,Sell
01.2.2017,1201.0,1201.0,1201.0,1242.85,1256.120693427142,1256.6714285714286,1300.35,1264.165,37.6645925880529,0.3916007859418187,-66.36476788220683,24.842058819054,8.270676691729323,Sell
31.1.2017,1201.0,1201.0,1115.0,1243.15,1250.871103576938,1252.6857142857143,1283.4499999999998,1262.51,37.6645925880529,-3.9557167901994035,-106.93619319496975,26.304743166646375,41.34615384615385,Sell
30.1.2017,1101.0,1101.0,1101.0,1238.45,1236.5976651410392,1239.147619047619,1251.55,1260.6325000000002,25.1705033220846,-15.293863417771945,-187.33921352443954,27.84769875829557,0.0,Buy
27.1.2017,1101.0,1101.0,1097.0,1233.75,1223.6836017942737,1226.057142857143,1219.65,1258.5325,25.1705033220846,-24.002737688174875,-164.74976686353742,29.333823166935925,1.7699115044247788,Buy
26.1.2017,1070.0,1070.0,1070.0,1227.5,1209.0470682900573,1210.4619047619049,1183.1,1256.1325000000002,22.488480312580037,-33.02532878107559,-171.83266749322684,31.060142704709214,0.0,Buy
25.1.2017,1040.0,1040.0,1040.0,1219.75,1192.947347500528,1192.604761904762,1134.25,1253.3825000000002,20.240762847501898,-42.111115776583574,-172.10013684295262,33.00034726832171,0.0,Buy
24.1.2017,1040.0,1040.0,1040.0,1212.0,1178.3809334528587,1175.4857142857143,1093.0,1250.3075000000001,20.240762847501884,-48.749711106094765,-146.51620992298052,34.801965791676174,0.0,Buy
23.1.2017,1040.0,1040.0,1040.0,1204.25,1165.2017969335388,1159.104761904762,1051.75,1246.9075,20.240762847501884,-53.39533751974477,-126.19947659203258,36.474897277648175,0.0,Buy
20.1.2017,1070.0,1070.0,1070.0,1195.45,1156.1349591303447,1146.3190476190475,1017.55,1243.0025,29.092487789638994,-54.03341704588388,-89.95572973365272,36.756520171018565,10.60070671378092,Buy
18.1.2017,1070.0,1070.0,1070.0,1186.65,1147.9316296893594,1134.3714285714286,1000.1500000000001,1238.8799999999999,29.092487789638994,-53.91757146612531,-79.68720264355295,37.018027143433926,12.244897959183673,Buy
17.1.2017,1040.0,1040.0,1040.0,1174.45,1137.6524268618014,1120.404761904762,980.1499999999999,1234.275,25.77496192262899,-55.60552639405091,-89.84625781381993,37.752176535870966,0.0,Buy
16.1.2017,1040.0,1040.0,1040.0,1162.25,1128.3521957321059,1107.6,960.1500000000001,1229.1875,25.77496192262899,-56.29431699121119,-80.75572646714598,38.43388668599108,0.0,Buy
13.1.2017,994.0,994.0,994.0,1147.75,1115.5567485195245,1091.5761904761905,953.25,1223.5025,21.42937113809073,-59.86195273552539,-101.08722715578057,39.70811650463616,0.0,Buy
12.1.2017,904.0,904.0,904.0,1128.75,1095.4084867557604,1068.3619047619047,932.8499999999999,1216.9950000000001,15.812249634743523,-69.15440862938385,-146.15384615384616,41.71621730899496,0.0,Buy
11.1.2017,904.0,904.0,904.0,1109.75,1077.1791070647355,1046.9571428571428,918.6500000000001,1209.6650000000002,15.812249634743523,-75.64673836241377,-136.9082530372853,43.58088234161385,0.0,Buy
10.1.2017,904.0,904.0,900.0,1088.8,1060.685858772856,1027.3619047619047,912.4000000000001,1201.3175,15.812249634743523,-79.87125039413343,-132.00305154245922,45.34322626100851,1.9900497512437811,Buy
09.1.2017,900.0,900.0,900.0,1069.55,1045.3824436516315,1009.3809523809524,903.6500000000001,1192.0475000000001,15.585474232932455,-82.58992790737102,-127.96292769631167,46.97968847187498,0.0,Buy
05.1.2017,908.0,908.0,908.0,1050.7,1032.2984013990952,993.995238095238,896.0999999999999,1181.875,18.11489947683674,-83.14057350426799,-113.6613782180343,48.13618093846475,4.705882352941177,Buy
04.1.2017,908.0,908.0,908.0,1031.85,1020.4604584087051,980.4047619047619,882.5500000000002,1170.8,18.11489947683674,-82.62452007158879,-103.02098471604985,49.2100668002981,4.705882352941177,Buy
03.1.2017,908.0,908.0,908.0,1017.2,1009.749938560257,968.6095238095238,864.8,1159.2424999999998,18.11489947683674,-81.27861473177916,-90.09989396729716,50.207246529143355,4.705882352941177,Buy
29.12.2016,908.0,908.0,908.0,1002.55,1000.0594682211848,958.2095238095238,853.05,1147.2275,18.11489947683674,-79.29787847145235,-80.27742404293735,51.13319913449966,4.705882352941177,Buy
28.12.2016,908.0,908.0,908.0,987.9,991.2918998191673,949.2047619047619,841.3000000000001,1134.465,18.11489947683674,-76.8423400512936,-71.93639055477894,51.99301226804481,4.705882352941177,Sell
27.12.2016,908.0,908.0,908.0,978.25,983.3593379316276,941.5952380952381,833.75,1121.455,18.11489947683674,-74.04278898078417,-64.69819300269117,52.79141017776529,4.705882352941177,Sell
