Date,PoslednaCena,Max,Min,SMA_20,EMA_20,WMA_20,HMA_20,TMA_20,RSI,MACD,CCI,ADX,Stoch,Signal
24.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000055056,3010.0,3010.0,3010.0,11.18179451710752,-1.6959024833340663e-06,,77.6364120714028,,Sell
23.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000049813,3010.0,3010.0,3010.0,11.18179451710752,-1.5702798918937333e-06,,77.6364119924301,,Sell
20.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000045065,3010.0,3010.0,3010.0,11.18179451710752,-1.45396279549459e-06,,77.63641191909831,,Sell
19.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000040773,3010.0,3010.0,3010.0,11.18179451710752,-1.3462617971526925e-06,,77.6364118510045,,Sell
18.12.2019,3010.0,3010.0,3010.0,3010.0,3010.000000003689,3010.0,3010.0,3010.0,11.18179451710752,-1.2465384315873962e-06,,77.63641178777455,,Sell
17.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000033374,3010.0,3010.0,3010.0,11.18179451710752,-1.1542019819898997e-06,,77.63641172906101,,Sell
16.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000030195,3010.0,3010.0,3010.0,11.18179451710752,-1.0687053872970864e-06,,77.63641167454128,,Sell
13.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000027317,3010.0,3010.0,3010.0,11.18179451710752,-9.89542058960069e-07,,77.63641162391582,,Sell
12.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000024716,3010.0,3010.0,3010.0,11.18179451710752,-9.162426977127325e-07,,77.63641157690647,,Sell
11.12.2019,3010.0,3010.0,3010.0,3010.0,3010.000000002236,3010.0,3010.0,3010.0,11.18179451710752,-8.483725650876295e-07,,77.63641153325493,,Sell
10.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000020227,3010.0,3010.0,3010.0,11.18179451710752,-7.855301191739272e-07,,77.63641149272136,,Sell
06.12.2019,3010.0,3010.0,3010.0,3010.0,3010.00000000183,3010.0,3010.0,3010.0,11.18179451710752,-7.273424671438988e-07,,77.63641145508305,,Sell
05.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000016553,3010.0,3010.0,3010.0,11.18179451710752,-6.734653652529232e-07,,77.63641142013319,,Sell
04.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000014975,3010.0,3010.0,3010.0,11.18179451710752,-6.235791261133272e-07,,77.63641138767973,,Sell
03.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000013547,3010.0,3010.0,3010.0,11.18179451710752,-5.773881639470346e-07,,77.63641135754439,,Sell
02.12.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000012255,3010.0,3010.0,3010.0,11.18179451710752,-5.346187208488118e-07,,77.63641132956158,,Sell
29.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000011087,3010.0,3010.0,3010.0,11.18179451710752,-4.950170477968641e-07,,77.63641130357755,,Sell
28.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000001003,3010.0,3010.0,3010.0,11.18179451710752,-4.583489499054849e-07,,77.6364112794495,,Sell
27.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000009077,3010.0,3010.0,3010.0,11.18179451710752,-4.243970579409506e-07,,77.6364112570449,,Sell
26.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000008213,3010.0,3010.0,3010.0,11.18179451710752,-3.9295991882681847e-07,,77.63641123624062,,Sell
25.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000743,3010.0,3010.0,3010.0,11.18179451710752,-3.638515408965759e-07,,77.63641121692237,,Sell
22.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000672,3010.0,3010.0,3010.0,11.18179451710752,-3.3689957490423694e-07,,77.63641119898399,,Sell
21.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000608,3010.0,3010.0,3010.0,11.18179451710752,-3.1194394978228956e-07,,77.63641118232692,,Sell
20.11.2019,3010.0,3010.0,3010.0,3010.0,3010.00000000055,3010.0,3010.0,3010.0,11.18179451710752,-2.8883687264169566e-07,,77.63641116685965,,Sell
19.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000004975,3010.0,3010.0,3010.0,11.18179451710752,-2.674414645298384e-07,,77.63641115249717,,Sell
18.11.2019,3010.0,3010.0,3010.0,3010.0,3010.00000000045,3010.0,3010.0,3010.0,11.18179451710752,-2.476308509358205e-07,,77.6364111391606,,Sell
15.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000407,3010.0,3010.0,3010.0,11.18179451710752,-2.292877070431132e-07,,77.63641112677662,,Sell
14.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000368,3010.0,3010.0,3010.0,11.181794517107505,-2.1230334823485464e-07,,77.63641111527723,,Sell
13.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000333,3010.0,3010.0,3010.0,11.181794517107505,-1.9657727534649894e-07,,77.63641110459922,,Sell
12.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000301,3010.0,3010.0,3010.0,11.181794517107505,-1.8201581042376347e-07,,77.63641109468391,,Sell
11.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000002724,3010.0,3010.0,3010.0,11.181794517107505,-1.685330062173307e-07,,77.63641108547684,,Sell
08.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000002465,3010.0,3010.0,3010.0,11.181794517107505,-1.560488271934446e-07,,77.63641107692742,,Sell
07.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000223,3010.0,3010.0,3010.0,11.181794517107505,-1.4448960428126156e-07,,77.63641106898868,,Sell
06.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000002015,3010.0,3010.0,3010.0,11.181794517107505,-1.3378667063079774e-07,,77.63641106161698,,Sell
05.11.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000001824,3010.0,3010.0,3010.0,11.181794517107505,-1.2387636161292903e-07,,77.63641105477184,,Sell
04.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000165,3010.0,3010.0,3010.0,11.181794517107505,-1.1470001481939107e-07,,77.63641104841564,,Sell
01.11.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000149,3010.0,3010.0,3010.0,11.181794517107505,-1.0620351531542838e-07,,77.63641104251344,,Sell
31.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000001346,3010.0,3010.0,3010.0,11.181794517107505,-9.833638614509255e-08,,77.63641103703284,,Sell
30.10.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000122,3010.0,3010.0,3010.0,11.181794517107505,-9.105224307859316e-08,,77.63641103194371,,Sell
29.10.2019,3010.0,3010.0,3010.0,3010.0,3010.00000000011,3010.0,3010.0,3010.0,11.181794517107505,-8.430743037024513e-08,,77.63641102721807,,Sell
28.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000996,3010.0,3010.0,3010.0,11.181794517107505,-7.806238500052132e-08,,77.63641102282999,,Sell
25.10.2019,3010.0,3010.0,3010.0,3010.0,3010.00000000009,3010.0,3010.0,3010.0,11.181794517107505,-7.227981768664904e-08,,77.63641101875535,,Sell
24.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000814,3010.0,3010.0,3010.0,11.181794517107505,-6.692562237731181e-08,,77.63641101497176,,Sell
22.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000737,3010.0,3010.0,3010.0,11.181794517107505,-6.196796675794758e-08,,77.63641101145842,,Sell
21.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000664,3010.0,3010.0,3010.0,11.181794517107505,-5.737774699809961e-08,,77.63641100819602,,Sell
18.10.2019,3010.0,3010.0,3010.0,3010.0,3010.00000000006,3010.0,3010.0,3010.0,11.181794517107505,-5.312722350936383e-08,,77.63641100516666,,Sell
17.10.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000054,3010.0,3010.0,3010.0,11.181794517107505,-4.919183993479237e-08,,77.6364110023537,,Sell
16.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000487,3010.0,3010.0,3010.0,11.181794517107505,-4.554794941213913e-08,,77.63641099974166,,Sell
15.10.2019,3010.0,3010.0,3010.0,3010.0,3010.000000000044,3010.0,3010.0,3010.0,11.181794517107505,-4.217372406856157e-08,,77.63641099731618,,Sell
14.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000396,3010.0,3010.0,3010.0,11.181794517107505,-3.904960976797156e-08,,77.63641099506394,,Sell
10.10.2019,3010.0,3010.0,3010.0,3010.0,3010.0000000000355,3010.0,3010.0,3010.0,11.181794517107505,-3.615696186898276e-08,,77.63641099297259,,Sell
