MSE_Code,Company,Last_Price,Price_Change_Pct,Avg_Price,Price_Max,Price_Min,Price_Volatility,Avg_Volume,Total_Turnover,Trading_Days,Trading_Frequency,Market_Activity_Score,Fundamental_Score,News_Count,First_Date,Last_Date,Recommendation
TTK,ТТК Банка АД Скопје,1998.0,0.0,1958.25,1998.0,1945.0,26.5,3.5,27972.0,4,0.25,0.25,0.18,4,2024-10-08,2024-11-05,HOLD
