MSE_Code,Company,Last_Price,Price_Change_Pct,Avg_Price,Price_Max,Price_Min,Price_Volatility,Avg_Volume,Total_Turnover,Trading_Days,Trading_Frequency,Market_Activity_Score,Fundamental_Score,News_Count,First_Date,Last_Date,Recommendation
ADIN,Адинг АД Скопје,1500.0,0.0,1567.22,1650.0,1500.0,78.55,11.11,150500.0,9,0.11,0.16,0.1,3,2024-07-24,2024-10-28,HOLD
