MSE_Code,Company,Last_Price,Price_Change_Pct,Avg_Price,Price_Max,Price_Min,Price_Volatility,Avg_Volume,Total_Turnover,Trading_Days,Trading_Frequency,Market_Activity_Score,Fundamental_Score,News_Count,First_Date,Last_Date,Recommendation
CKB,Централна кооперативна банка АД Скопје,350.0,0.0,350.0,350.0,350.0,0.0,0.0,0.0,4,0.0,0.15,0.06,4,2024-10-17,2024-10-31,HOLD
