MSE_Code,Company,Last_Price,Price_Change_Pct,Avg_Price,Price_Max,Price_Min,Price_Volatility,Avg_Volume,Total_Turnover,Trading_Days,Trading_Frequency,Market_Activity_Score,Fundamental_Score,News_Count,First_Date,Last_Date,Recommendation
GTC,ГТЦ АД Скопје,1790.0,0.0,1790.0,1790.0,1790.0,0.0,0.0,0.0,9,0.0,0.3,0.12,8,2024-07-05,2024-11-04,HOLD
