MSE_Code,Company,Last_Price,Price_Change_Pct,Avg_Price,Price_Max,Price_Min,Price_Volatility,Avg_Volume,Total_Turnover,Trading_Days,Trading_Frequency,Market_Activity_Score,Fundamental_Score,News_Count,First_Date,Last_Date,Recommendation
ALK,Алкалоид АД Скопје,22250.0,1.16,22855.4,23400.0,22250.0,542.91,121.75,22000560.0,8,1.0,0.56,0.56,2,2024-10-31,2024-11-08,BUY
