MSE_Code,Company,Last_Price,Price_Change_Pct,Avg_Price,Price_Max,Price_Min,Price_Volatility,Avg_Volume,Total_Turnover,Trading_Days,Trading_Frequency,Market_Activity_Score,Fundamental_Score,News_Count,First_Date,Last_Date,Recommendation
RADE,Раде Кончар - Апаратна техника АД Скопје,2000.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,7,0.0,0.19,0.08,5,2024-07-24,2024-10-29,HOLD
