Name,Date,PoslednaCena,Max,Min,ProsecnaCena,%Prom,Kolicina,Promet,Vkupno
OMOS,08.11.2024,30.0,30.0,30.0,30.0,0.0,4.98,149400.0,149400.0
OMOS,28.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,27.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,26.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,25.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,22.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,21.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,20.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,19.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,18.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,15.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,14.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,13.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,12.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,11.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,07.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,06.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,05.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,04.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,01.12.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,30.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,29.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,28.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,27.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,24.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,23.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,22.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
OMOS,21.11.2023,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
