Name,Date,PoslednaCena,Max,Min,ProsecnaCena,%Prom,Kolicina,Promet,Vkupno
LOTO,08.11.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,07.11.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,06.11.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,05.11.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,04.11.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,01.11.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,31.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,30.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,29.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,28.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,25.10.2024,150.0,150.0,150.0,150.0,0.0,50.0,7500.0,7500.0
LOTO,24.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,22.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,21.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,18.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,17.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,16.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,15.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,14.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,10.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,09.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,08.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,07.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,04.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,03.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,02.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,01.10.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,30.9.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,27.9.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,26.9.2024,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0
LOTO,25.9.2024,150.0,150.0,150.0,150.0,-16.67,50.0,7500.0,7500.0
LOTO,24.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,23.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,20.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,19.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,18.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,17.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,16.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,13.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,12.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,11.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,10.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,06.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,05.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,04.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,03.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,02.9.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,30.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,29.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,27.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,26.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,23.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,22.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,21.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,20.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,19.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,16.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,15.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
LOTO,14.8.2024,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0
