Name,Date,PoslednaCena,Max,Min,ProsecnaCena,%Prom,Kolicina,Promet,Vkupno
MLKR,08.11.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,07.11.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,06.11.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,05.11.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,04.11.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,01.11.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,31.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,30.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,29.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,28.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,25.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,24.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,22.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,21.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,18.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,17.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,16.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,15.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,14.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,10.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
MLKR,09.10.2024,18000.0,18000.0,18000.0,18000.0,0.0,0.0,0.0,0.0
